text,goal_info,match_info,match_result,substitution,penalty,card_info
"Tiếp đó, chính anh lại tung ra đường chuyền dọn cỗ từ cánh phải để Neymar dứt điểm chân trái nâng tỷ số lên 3-1 ở phút 66. Trong những phút còn lại, Angers tỏ ra thực sự quyết tâm khi sẵn sàng đẩy cao đội hình chơi đôi công với PSG. Chủ trương của Angers giúp trận đấu trở nên vô cùng sôi động với hàng loạt tình huống đáng chú ý.",1,0,0,0,0,0
"Tuy nhiên, trong suốt những phút còn lại không bên nào ghi thêm được bàn thắng. Pha bóng đáng xem nhất diễn ra ở những giây bù giờ cuối cùng, khi tiền vệ từng đá cho PSG Wilfried Kanga suýt gỡ lại 1 bàn cho Angers bằng pha dứt điểm dội xà ngang. Rất tiếc cho các vị khách là công nghệ goal-line cho thấy bóng sau khi đập xuống đất chưa đi qua vạch vôi khung thành.",0,0,0,0,0,0
"Đánh bại Angers với tỷ số 3-1, PSG đã nâng chuỗi trận toàn thắng trước đối thủ này lên con số 7. Ba điểm có được giúp họ tiếp tục ngự trị trên ngôi đầu BXH Ligue 1 2018/19 với thành tích toàn thắng sau 3 vòng đầu. Nếu tiếp tục duy trì phong độ ấn tượng thế này, xem ra thầy trò HLV Tuchel sẽ lại có một mùa giải thành công ở sân chơi số 1 nước Pháp.",0,0,1,0,0,0
Đội hình thi đấu,0,0,0,0,0,0
"PSG: Areola, Kimpembe, Thiago Silva, Marquinhos - Meunier, Kehrer (Nsoki 46'), Rabiot, Di Maria (Draxler 85'), Neymar Jr - Mbappé, Cavani (Nkunku 73')",0,1,0,0,0,0
"Angers: Butelle, Pavlovic, Traoré, Manceau, Fulgini (Kanga 61'), Mangani, Capelle (Aït Nouri 82'), N'Doye, Santamaria, Tait, Reine Adelaide (El Melali 76').",0,1,0,0,0,0
BXH Ligue 1,0,0,0,0,0,0
Quang Hòa,0,0,0,0,0,0
BÀN THẮNG,0,0,0,0,0,0
"Chelsea: Pedro (72’), Hazard (85’)",1,0,0,0,0,0
"Chelsea như thường lệ vẫn kiểm soát toàn bộ thế trận. Trong hiệp 1, thời gian kiểm soát bóng của họ vượt trội, lên tới 76%. The Blues cũng tung ra hơn 300 đường chuyền, gấp 3 lần đối thủ. Đội quân của HLV Maurizio Sarri thường xuyên chủ động đẩy đội hình lên rất cao, vây bắt lấy bóng ngay bên phần sân Bournemouth.",0,0,0,0,0,0
"Mặc dù vậy, Chelsea cũng gặp không ít khó khăn trước hàng thủ đội khách. Bournemouth cho thấy họ là đội bóng có khả năng tổ chức tốt. Thậm chí, Bournemouth cũng sẵn sàng dâng cao chơi pressing khi có cơ hội. Hàng thủ của HLV Eddie Howe cũng rất kín kẽ và bịt rất kín khu vực trung lộ. Chính bởi vậy, hầu hết những pha bóng đáng chú ý của Chelsea đều xuất phát từ các bài tấn công xuống sát biên rồi căng ngang hoặc căng ngược.",0,1,0,0,0,0
"Phút 37, từ một pha tấn công như thế, Alvaro Morata đã có cơ hội dứt điểm ở cự ly chỉ tầm 7-8m nhưng bóng lại bị hậu vệ Bournemouth chặn lại. Cơ hội rõ ràng nhất của Chelsea đến ở phút cuối cùng của hiệp đầu tiên. Từ một pha phản công nhanh, Marcos Alonso đã tung ra cú sút đưa bóng đi chạm cột dọc. Hiệp 1 là hiệp đấu mà Chelsea chơi không tệ. Nhưng Bournemouth cũng chơi tốt.",0,0,0,0,0,0
Pedro mở tỷ số,0,0,0,0,0,0
"Sang hiệp 2, thế trận không có gì thay đổi. Vẫn là những pha hãm thành liên tục của Chelsea nhưng họ vẫn bế tắc trong việc tìm đường vào khung thành Bournemouth. Tới phút 61 thì HLV Sarri đã liên tục thay đổi trên hàng công khi tung Olivier Giroud và Pedro vào sân. Ngay lập tức, hiệu quả đã được tạo ra. Phút 72, Pedro đã ghi bàn mở tỷ số cho Chelsea. 5 phút trước khi hết giờ, Eden Hazard ấn định chiến thắng 2-0 cho The Blues.",1,0,1,0,0,0
Hazard ấn định chiến thắng cho Chelsea,0,0,0,0,0,0
"Như vậy, Chelsea đang có khởi đầu tuyệt vời khi toàn thắng cả 4 vòng đầu mùa. Họ đang song hành cùng Liverpool ở ngôi đầu trên BXH nhưng xếp dưới do kém hiệu số phụ.",0,0,0,0,0,0
ĐỘI HÌNH THI ĐẤU,0,0,0,0,0,0
"Chelsea: Kepa; Azpilicueta, Rudiger, Luiz, Alonso; Kante, Jorginho, Kovacic (Loftus-Cheek, 79’); Willian (Pedro, 65’), Morata (Giroud, 61’), Hazard.",0,0,0,0,0,0
"Bournemouth: Begovic; Rico, Ake, Cook, Francis; Fraser, Lerma (Cook, 88’), Gosling, Smith (Ibe, 80’); Wilson, King (Mousset, 80’).",0,0,0,0,0,0
"Pedro đang rực sáng Pedro đã ghi 3 bàn/4 trận ở Premier League mùa này. Đáng chú ý, trong 23 trận trước đó ở giải đấu này thì tiền đạo người Tây Ban Nha cũng chỉ ghi được 2 bàn. Nói vậy để thấy, Pedro đang thực sự rực sáng dưới thời tân HLV Maurizio Sarri.",0,0,0,0,0,0
Theo Bongdaplus,0,0,0,0,0,0
"Tây Ban Nha đã thể hiện sự vượt trội của mình khi tiếp Italy trên sân Bernabeu. Ngay từ phút thứ 13, Isco đã mở tỉ số trận đấu cho Tây Ban Nha bằng cú đá phạt hàng rào chuẩn xác.",1,1,0,0,0,0
"Đến phút 40, Isco nhân đôi cách biệt cho Tây Ban Nha. Cầu thủ của Real Madrid dứt điểm ở ngoài mép vòng cấm và dù Gianluigi Buffon đã đổ người nhưng anh vẫn không thể cứu thua cho Italy.",1,0,0,0,0,0
"Với pha lập công này, Isco đã ghi được 3 bàn trong 5 trận gần nhất thi đấu ở ĐTQG. Trong trận đấu tại Bernabeu, Isco thậm chí còn thực hiện một pha xỏ háng với Marco Verratti, tiền vệ của Italy.",0,0,0,0,0,0
Isco đã lập cú đúp vào lưới Italy,0,0,0,0,0,0
"Phút 77, Tây Ban Nha phản công nhanh. Ramos đã thực hiện cú căng ngang cho Morata, cầu thủ vào sân trong hiệp 2. Tiền đạo của Chelsea đã đệm bóng cận thành chính xác nâng tỉ số lên 3-0 cho Tây Ban Nha.",1,0,0,0,0,0
Morata ghi bàn ấn định tỉ số cho Tây Ban Nha,0,0,0,0,0,0
"3-0 cũng là tỉ số chung cuộc của trận đấu giữa Tây Ban Nha và Italy. Với kết quả này, Tây Ban Nha tiếp tục giữ vững ngôi đầu bảng G ở vòng loại World Cup khu vực châu Âu. Họ được 19 điểm sau 7 trận, hơn đội nhì bảng là Italy 3 điểm.",0,0,1,0,0,0
"HLV Gian Piero Ventura của đội tuyển Italy phát biểu sau trận đấu: “Thật khó tin khi nhìn thấy một cầu thủ tuyệt vời bằng xương bằng thịt như Isco. Cậu ấy đã chơi rất tốt và để lại dấu ấn quan trọng trong trận đấu vừa qua. Chỉ cần nhìn vào pha xâu kim của Isco trong hiệp 2 là biết. Bị kẹp giữa 2 cầu thủ đối phương nhưng Isco vẫn bình tĩnh thực hiện pha xâu kim. Điều đó cho thấy Isco thực sự là một cầu thủ tuyệt vời. Tôi xin gửi lời chúc mừng tới Isco. Tôi muốn nhảy cẫng lên và vỗ tay khi cậu ấy thực hiện pha xâu kim, bởi vì tôi rất thích thú khi xem các động tác kĩ thuật ở trên sân”.",0,0,0,0,0,0
"HLV của đội tuyển Tây Ban Nha Julen Lopetegui phát biểu sau trận: “Isco đã chơi một trận tuyệt vời, giống như các đồng đội của cậu ấy vậy. Italy đã không thể ngăn cản được Isco. Cậu ấy đã ghi 2 bàn ngoạn mục và gây sức ép rất tốt. Isco đã được ra sân nhiều hơn và kết quả là cậu ấy ngày càng trưởng thành và mài dũa tài năng của mình”.",0,0,0,0,0,0
Video clip highlights bàn thắng trận Tây Ban Nha 3-0 Italy,0,0,0,0,0,0
"Tây Ban Nha: De Gea; Carvajal, Pique, Ramos, Alba; Koke, Busquets, Iniesta (Morata 72); Isco (Villa 89), Asensio (Saul 78), Silva",0,0,0,0,0,0
"Isco 13’, 40’, Morata 77’",1,0,0,0,0,0
"Italy: Buffon; Darmian, Barzagli, Bonucci, Spinazzola; De Rossi, Verratti; Candreva (Bernardeschi 70), Belotti (Eder 70), Immobile (Gabbiadini 78), Insigne",0,0,0,0,0,0
Bảng G vòng loại World Cup 2018 khu vực châu Âu,0,0,0,0,0,0
Sơn TùngTổng hợp,0,0,0,0,0,0
"Trận mở màn Bundesliga mùa giải 2017/18 diễn ra trong điều kiện trời mưa. Làm khách trên sân Allianz Arena, nhưng các cầu thủ Bayer Leverkusen thi đấu với tinh thần quyết tâm cao và sẵn sàng thực hiện những pha phạm lỗi để ngăn cản sức tấn công của Bayern Munich.",0,1,0,0,0,0
"Ngay phút thứ 8, trọng tài Tobias Stieler đã phải rút thẻ vàng cảnh cáo tiền vệ Dominik Kohr của Leverkusen.",0,0,0,0,0,1
"Ở tình huống ngay sau đó, trung vệ Niklas Suele đánh đầu mở tỷ số cho Bayern Munich khi trận đấu mới diễn ra được 9 phút.",1,0,0,0,0,0
Mats Hummels chia sẻ niềm vui với người đá cặp ở hàng phòng ngự là trung vệ Niklas Suele.,0,0,0,0,0,0
"Sau đó 10 phút, tiền vệ Corentin Tolisso ghi bàn giúp Bayern Munich gia tăng cách biệt lên thành 2 bàn.",1,0,0,0,0,0
"Có tinh thần hưng phấn sau khi tạo lợi thế dẫn bàn, Bayern Munich làm chủ trận đấu. Phút 53, tiền đạo Lewandowski nâng tỷ số lên 3-0 cho đội chủ nhà từ chấm 11 m.",1,0,0,0,0,0
"Trước khi trận đấu khép lại, đội khách Leverkusen chỉ có 1 bàn gỡ. Kết quả chung cuộc là chiến thắng 3-1 thuộc về Bayern Munich.",1,0,1,0,0,0
Các học trò của huấn luyện viên Carlo Ancelotti gửi lời cảm ơn tới người hâm mộ sau khi trận đấu khép lại.,0,0,0,0,0,0
"Dù phải đội mưa cổ vũ cho đội nhà, cổ động viên Bayern Munich có niềm vui trọn vẹn. Đội đương kim vô địch Bundesliga đạt mục tiêu giành trọn 3 điểm trong trận mở đầu mùa giải mới.",0,0,0,0,0,0
Đội hình ra sân của Bayern Munich và Bayer Leverkusen (chấm đậm).,0,0,0,0,0,0
Đức Mạnh,0,0,0,0,0,0
"Trước khi bước vào trận đấu này, Sevilla đã hòa 3-3 với Real Madrid ở lượt về vòng 1/8 Cúp Nhà Vua Tây Ban Nha. Tuy nhiên ở trận đấu đó, cả Sampaoli và Zidane đều cho nhiều trụ cột nghỉ ngơi và ở trận tái đấu lần này, họ đã tung đội hình mạnh nhất có thể. Phải tới phút 67, Real Madrid mới ghi được bàn thắng mở tỉ số nhờ pha lập công của Cristiano Ronaldo trên chấm 11m, sau tình huống thủ môn Sergio Rico phạm lỗi với Daniel Carvajal trong vòng cấm.",1,1,0,0,0,0
Cristiano Ronaldo ghi bàn mở tỉ số cho Real Madrid,1,0,0,0,0,0
Tuy nhiên Sergio Ramos đã đánh đầu phản lưới nhà,0,0,0,0,0,0
"Những tưởng bàn thắng này sẽ giúp Real Madrid có được 3 điểm, tuy nhiên trận đấu đã trở về vạch xuất phát sau cú đánh đầu phản lưới nhà của Sergio Ramos ở phút 85.",1,0,0,0,0,0
"Và cơn ác mộng đã tới với Real Madrid , khi Stevan Jovetic ghi bàn ở phút 90+1 để mang về thắng lợi 2-1 cho Sevilla. Thủ môn Keylor Navas của Real Madrid đã chạm được tay vào bóng sau cú sút của cầu thủ người Montenegro, nhưng anh vẫn không thể ngăn được bàn thua thứ 2 của đội bóng chủ sân Bernabeu. Đây cũng là kết quả cuối cùng của trận đấu.",1,0,1,0,0,0
Stevan Jovetic ghi bàn thắng quyết định giúp Sevilla đánh bại Real Madrid,0,0,0,0,0,0
"Với kết quả này, Sevilla đã áp sát Real Madrid trên BXH. Đội bóng của HLV Jorge Sampaoli xếp thứ 2 với 39 điểm sau 18 trận, kém Real Madrid đúng 1 điểm. Tuy nhiên Zidane và các học trò đá ít hơn 1 trận.",0,0,0,0,0,0
Đội hình thi đấu,0,0,0,0,0,0
"Sevilla: Rico; Mariano, Pareja, Rami, Escudero; Vitolo, N'Zonzi, Iborra (Sarabia 77’), Vazquez (Jovetic 68’); Nasri; Ben Yedder (Vietto 90’)",0,0,0,0,0,0
"Bàn thắng: Ramos (85’-phản lưới nhà), Jovetic (90+1)",0,0,0,0,0,0
"Real Madrid: Navas; Varane, Ramos, Nacho; Carvajal, Casemiro, Kroos (Kovacic 75’), Marcelo; Modric; Benzema, Ronaldo",0,0,0,0,0,0
Bàn thắng: Ronaldo (67’-penalty),0,0,0,0,0,0
Kết quả các trậnLeganes 0-0 Athletic Bilbao,0,0,0,0,0,0
Barcelona 5-0 Las Palmas,0,0,0,0,0,0
Atletico Madrid 1-0 Real Betis,0,0,0,0,0,0
Deportivo La Coruna 0-0 Villarreal,0,0,0,0,0,0
Valencia 2-1 Espanyol,0,0,0,0,0,0
Celta Vigo 1-0 Alaves,0,0,0,0,0,0
Granada 1-1 Osasuna,0,0,0,0,0,0
Sporting Gijon 2-3 Eibar,0,0,0,0,0,0
Sevilla 2-1 Real Madrid,0,0,0,0,0,0
"BXH La Liga (P: trận, W: thắng, D: hòa, L: thua, F: bàn thắng, A: bàn thua, GD: hiệu số, Pts: điểm)",0,0,0,0,0,0
Sơn Tùng,0,0,0,0,0,0
Tổng hợp,0,0,0,0,0,0
"Vẫn biết hàng phòng ngự chính là điểm yếu nhất của Liverpool trong mùa giải này, nhưng ít ai ngờ các hậu vệ mà Jurgen Klopp đang sở hữu lại chơi tệ hại đến vậy, trong đó người đáng ""xấu hổ"" nhất là Dejan Lovren khi anh liên tiếp mắc lỗi hết vị trí đến kèm người, để cho các cầu thủ tấn công của Tottenham thoải mái tung hoành, và cú đúp của Harry Kane cùng 2 pha lập công của Heung-Min Son và Dele Alli là quá ít so với những cơ hội mà Spurs tạo ra.",0,1,0,0,0,0
"Trong khi đó, điểm sáng trên hàng công của Liverpool vẫn là Mohamed Salah khi tân binh người Ai Cập này ghi bàn danh dự trong trận thua bẽ bàng của đoàn quân Jurgen Klopp - đội bóng được đánh giá rất khó chịu ở các trận cầu lớn mùa trước, nhưng hàng thủ kém chất lượng khiến họ vô cùng yếu đuối trước các ""đại gia"" trong mùa này.",0,0,0,0,0,0
"Trong cuộc chiến tại Wembley, chỉ cần 3 phút để hàng thủ Liverpool ""biếu không"" bàn thắng đầu tiên cho Harry Kane. Trung vệ Dejan Lovren dường như đã ""bắt chước"" lỗi của Lindelof (Man United) trước đó 1 ngày khi bỏ quên chân sút người Anh phía sau lưng để tiền đạo khéo léo xử lý đưa bóng vào kẽ hở trước vòng vây của 3 cầu thủ Liverpool và cả thủ thành Mignolet mở tỷ số cho đội nhà.",1,0,0,0,0,0
"Đến phút 12, vẫn là Lovren phạm sai lầm chết người tạo điều kiện cho Kane và Heung-Min Son phối hợp phản công chớp nhoáng nâng tỉ số lên 2-0. Trước đó ít phút, chính trung vệ người Croatia này đã theo kèm cực tệ để tiền đạo người Hàn Quốc thoát xuống sút dội xà ngang khung thành thủ môn Mignolet.",1,0,0,0,0,0
"Các bàn thua chóng vánh khiến Liverpool bừng tỉnh. Tuy nhiên, họ cũng phải chờ đợi sai lầm của đối thủ để có được bàn gỡ. Từ tình huống mất bóng của Harry Kane ở giữa sân, Jordan Henderson chọc khe thông minh để Mohamed Salah dứt điểm tinh tế rút ngắn tỷ số xuống còn 1-2 cho Liverpool.",1,0,0,0,0,0
"Tưởng như Liverpool sẽ xốc lại tinh thần từ đây, và Jurgen Klopp cũng muốn tạo nên sự khác biệt cho hàng thủ khi rút cầu thủ chơi quá tồi tệ là Lovren khỏi sân để thay băng Alex Oxlade-Chamberlain cho dù trung vệ người Croatia không có dấu hiệu dính chấn thương.",0,0,0,0,0,0
"Mặc dù vậy, quyết định của HLV người Đức không giúp hệ thống của Liverpool chắc chắn hơn. Phút 45+3, hàng thủ lại báo hại đội bóng áo đỏ. Trong một tình huống không có gì nguy hiểm, Matip phá bóng thiếu dứt khoát giúp Alli băng vào sút tung lưới Mignolet. Đáng chú ý, rất nhiều cầu thủ áo đỏ đứng trước bóng nhưng không ai có phản ứng hỗ trợ cho Matip.",1,0,0,0,0,0
"Bước sang hiệp 2 đến lượt Mignolet... mắc lỗi. Từ một quả đá phạt cố định của Tottenham, thủ môn người Bỉ băng ra bắt hụt bóng và sau đó, Kane dễ dàng ghi bàn vào lưới trống. 4-1 cho Tottenham ở phút 57 và trận đấu coi như đã được định đoạt.",1,0,1,0,0,0
"Thực tế đúng như vậy. Các cầu thủ Liverpool phản ứng rất yếu ớt trên sân trong khi HLV Klopp cũng cho thấy sự bất lực trên ghế chỉ đạo. 2 sự thay đổi người sau đó của HLV người Đức - tung Daniel Sturridge và Marko Grujic vào sân hoàn toàn vô tác dụng. Nếu Tottenham chắt chiu hơn, Liverpool có lẽ đã thua thêm ở những phút cuối trận vì đẩy đội hình lên quá cao.",0,0,0,0,0,0
"Thua thảm 1-4, Liverpool chính thức rơi vào khủng hoảng ở Premier League. Trong 6 vòng gần nhất, The Reds chỉ thắng được đúng 1 trận, hòa 3 và thất bại 2 lần, nhưng đó là những trận thua trước các đối thủ trực tiếp là Man City (0-5) và Tottenham (1-4).",0,0,1,0,0,0
"Kết quả này khiến đội bóng của Jurgen Klopp rơi xuống vị trí thứ 9 trên BXH và bị đội đầu bảng Man City bỏ xa 12 điểm, và nhiều người cũ của Liverpool cay đắng thừa nhận, The Kop không còn cơ hội vô địch bởi một hàng thủ quá tồi tệ thế này. Trong khi đó, Tottenham đã có chiến thắng thứ 2 liên tiếp tại Wemble để cân bằng điểm số với Man Utd và chỉ đứng sau Man City.",0,0,0,0,0,0
Đội hình thi đấu:,0,0,0,0,0,0
"Tottenham: Lloris 6.5, Alderweireld 6.5, Sanchez 6.5, Vertonghen 6.5, Trippier 7, Alli 7, Winks 7, Aurier 6.5, Eriksen (Dier 81) 7.5, Son (Sissoko 69) 7, Kane (Llorente 89) 8Ghi bàn: Kane 4, 56, Son 12, Alli 45",0,0,0,0,0,0
"Liverpool: Mignolet 4.5, Gomez 6, Matip 4.5, Lovren (Oxlade-Chamberlain 31) 4, Moreno 5, Milner 5, Henderson 5.5, Can (Grujic 84) 5, Coutinho 5, Firmino (Sturridge 77) 5, Salah 6Ghi bàn: Salah 24",0,0,0,0,0,0
Châu Anh,0,0,0,0,0,0
Lịch thi đấu bóng đá 23/9,0,0,0,0,0,0
BÀN THẮNG,0,0,0,0,0,0
Real: Asensio (41’),1,0,0,0,0,0
Real Madrid 1-0 Espanyol,0,0,0,0,0,0
"Trở về La Liga sau trận đấu mất sức tại Champions League, không ngạc nhiên khi HLV Lopetegui cất cả Gareth Bale lẫn Marcelo trên băng ghế dự bị. Thực tế là Real Madrid không cần tới đội hình mạnh nhất vẫn có thể áp đảo Espanyol. Tuy nhiên, cho đến trước khi có được bàn thắng vào phút 41 nhờ công lớn của… trợ lý trọng tài VAR, Real đã không ít lần thót tim trước những đòn phản công tương đối sắc bén của đối thủ. Tiếc cho Espanyol, nếu sở hữu một chân sút tốt hơn, họ mới là đội ghi được bàn mở tỷ số.",1,1,0,0,0,0
"Bỏ lỡ nhiều cơ hội, Espanyol phải trả giá bằng bàn thua ở cuối hiệp 1. Marco Asensio thực hiện một cú sút chân trái trong vòng cấm địa tung lưới đội khách. Từ đường biên, lá cờ của trợ lý trọng tài được giơ lên vì cho rằng Asensio đã việt vị. Trận đấu phải tạm dừng chừng 2 phút để trọng tài chính Antonio Mateu tham khảo trợ lý VAR. Và sau khi xem kỹ lại pha quay chậm, ông Mateu đã quyết định công nhận bàn thắng cho Real. Với bàn thắng này, Asensio lần thứ 4 tại La Liga mùa này in dấu giày vào một bàn thắng, thành tích tốt hơn rất nhiều so với cùng kỳ mùa trước (2 bàn).",1,0,0,0,0,0
"Vốn đã ép sân lại còn có được bàn thắng, Real càng kiểm soát thế trận tốt hơn trong hiệp 2. Có những thời điểm Kền kền trắng kiểm soát tới hơn 80% thời lượng bóng trên sân, thực hiện rất nhiều pha phối hợp, tuy nhiên mức độ hiệu quả thì không cao.",0,0,0,0,0,0
"Thời Real vẫn còn Cristiano Ronaldo, những pha lên bóng đơn giản của Kền kền trắng cũng có thể tạo thành bàn thắng nhờ kỹ năng dứt điểm rất đa dạng của CR7. Tuy nhiên hiện tại, một số ngòi nổ của Real thi đấu quá rườm rà. Isco là một ví dụ. Có khá nhiều tình huống mà giả sử rơi vào chân Ronaldo ngày trước, khung thành đối phương có thể phải hứng chịu một cú sút. Tuy nhiên Isco lại hơi cầu toàn khi thường xuyên chọn cách đi bóng rồi mới dứt điểm.",0,0,0,0,0,0
"Chúng ta có thể cảm nhận sự kém hiệu quả của Real Madrid thông qua thống kê: Cả trận, Real thực hiện gần 500 đường chuyền nhưng chỉ tạo ra vỏn vẹn 10 cơ hội có thể chuyển hóa thành bàn thắng. Cũng may cho Real là hôm nay không phải ngày của Espanyol. Họ đã tạo ra vài cơ hội ngon ăn, trong đó một lần thậm chí đưa bóng trúng khung gỗ của Thibaut Courtois nhưng bàn thắng thì vẫn lẩn tránh đội khách.",0,0,0,0,0,0
"Thắng tối thiểu 1-0 trong ngày vắng 2 ngôi sao Bale và Marcelo, Real Madrid tạm thời vươn lên dẫn đầu BXH La Liga. Tuy nhiên nhiều khả năng là Barcelona sẽ sớm lấy lại vị trí đầu bảng của họ sau trận đấu với đối thủ yếu Girona vào rạng sáng mai (theo giờ Việt Nam).",0,0,1,0,0,0
Asensio chấm dứt 7 tháng tịt ngòi tại La Liga,0,0,0,0,0,0
"Pha lập công vào lưới Espanyol chính là lần đầu tiên sau 7 tháng, Marco Asensio ghi được 1 bàn thắng tại La Liga. Lần gần nhất cầu thủ này lập công là ghi cú đúp vào lưới Real Betis trong chiến thắng 5-3 của Real hôm 18/2/2018. Kể từ ngày đó đến nay, Marco Asensio đã chơi tới 19 trận La Liga mới ghi được bàn thắng.",0,0,0,0,0,0
ĐỘI HÌNH THI ĐẤU,0,0,0,0,0,0
"Real: Courtois; Odriozola, Varane, Ramos, Nacho; Ceballos (Vázquez, 63’), Casemiro, Modric; Asensio, Benzema (Diaz, 60’), Isco (Llorente, 79’).",0,0,0,0,0,0
"Espanyol: D.Lopez; J.Lopez, Naldo, Hermoso, Vila; Perez (Garcia, 70’), Granero, Roca, Darder (Sánchez, 55’), Piatti (Baptistão, 55’); Iglesias.",0,0,0,0,0,0
BXH La Liga,0,0,0,0,0,0
LÂM PHONG,0,0,0,0,0,0
"Sau 2 thất bại liên tiếp trước Man City và Crystal Palace, Antonio Conte đối diện với nhiều sức ép trước thềm trận chiến với Watford, và quả thực Chelsea đang gặp nhiều vấn đề thực sự. Nhưng nhà ĐKVĐ Premier League đã sử dụng thứ vũ khí tinh thần mà ông thầy người Italia để vượt qua khó khăn trong cuộc tiếp đón đội bóng đang là hiện tượng mùa này, Watford.",0,1,0,0,0,0
"Bước vào trận đấu này, Chelsea ra sân với sơ đồ 3-4-3 với bộ ba Hazard, Pedro và Morata trên hàng công. Khác với trận hòa Roma giữa tuần, David Luiz đã trở lại trung tâm hàng phòng ngự, và cặp tiền vệ trung tâm được giao cho Tiemoue Bakayoko và Cesc Fabregas. Cesar Azpilicueta được đẩy lên đá tiền vệ cánh phải thay Moses.",0,0,0,0,0,0
"Chelsea khởi đầu trận đấu vô cùng thuận lợi. Ngay ở phút 12, Pedro thực hiện cú dứt điểm một chạm từ ngoài vòng cấm sau đường chuyền của Hazard.",1,0,0,0,0,0
Chelsea thi đấu tự tin sau khi có được bàn thắng sớm. Họ đã tạo ra một vài cơ hội nguy hiểm sau đó nhưng không thành công.,0,0,0,0,0,0
"Dù vậy, Watford cho thấy vì sao họ đang đứng thứ 4 trên BXH. Nửa cuối hiệp 1, đội vùng khách vùng lên mạnh mẽ, khiến Chelsea gặp khó. Đúng vào phút cuối hiệp 1, Watford đã có bàn thắng gỡ hòa. Xuất phát từ phá ném biên, bóng lập bập trong vòng cấm, Doucoure đã tung ra cú dứt điểm rất nhanh, hạ gục thủ thành Courtois.",1,0,0,0,0,0
"Sang hiệp 2, Watford tiếp tục chơi hưng phấn. Phút 49, Richarlison đã bỏ lỡ cơ hội không thể tuyệt vời hơn khi dứt điểm ra ngoài ở cự ly 5 mét. Dù vậy, 1 phút sau, Watford đã có được bàn thắng thứ 2. Từ pha phản công, bóng tới chân của Pereyra ở vị trí trống trải. Cầu thủ này đã dễ dàng đưa bóng vào lưới Chelsea.",1,0,0,0,0,0
"Hàng thủ của The Blues thi đấu rất mất tập trung trong thời gian này. Nếu may mắn, Richarlison đã có thể ghi thêm bàn thắng cho Watford.",0,0,0,0,0,0
"Trong thế bí, HLV Conte đã quyết định rút cả Morata và Marcos Alonso nhường vị trí cho Willian và Batshuayi. Đây là quyết định mang tính chất bước ngoặt trận đấu.",0,0,0,0,0,0
"Với sức mạnh của mình và khả năng tì đè cực tốt, Batshuayi có sức uy hiếp hàng thủ Watford lớn hơn nhiều so với Morata. Phút 71, tiền đạo người Bỉ đã có pha đánh đầu cắt mặt, san bằng tỷ số trận đấu.",1,0,0,0,0,0
"Phút 87, cả sân Stamford Bridge như nổ tung khi Azpilicueta đã dứt điểm bằng đầu ở cự ly gần, tung lưới Watford, nâng tỷ số lên 3-2 để rồi ở phút bù giờ, ""gà son"" Batshuayi cho thấy sự hiệu quả của mình khi hoàn tất cú đúp ấn định chiến thắng 4-2 đầy cảm xúc cho The Blues.",1,0,1,0,0,0
ĐỘI HÌNH THI ĐẤU:,0,0,0,0,0,0
"CHELSEA: Courtois 6; Rudiger 5, Luiz 4, Cahill 5; Azpilicueta 7, Fabregas 6, Bakayoko 5, Alonso 5 (Willian 68' 6); Pedro 8 (Zappacosta 86' 6), Morata 5 (Batshuayi 61' 8), Hazard 5Ghi bàn: Pedro 12', Batshuayi 71', 90+5', Azpilicueta 87'",0,0,0,0,0,0
"WATFORD: Gomes 7; Mariappa 6 (Gray 90' 5), Kabasele 7, Britos 5; Femenia 5, Cleverley 6, Doucoure 7, Holebas 5; Pereyra 7 (Carillo 65' 6), Deeney 7 (Watson 80' 5), Richarlison 5Ghi bàn: Doucoure 45+2', Pereyra 49'",0,0,0,0,0,0
Minh Châu,0,0,0,0,0,0
“Kẻ gây hấn” Pape Omar,0,0,0,0,0,0
"Cuộc đối đầu giữa S.Khánh Hòa và FLC.Thanh Hóa rất đáng được chờ đợi. Tiếc thay, chuyên môn của 45 phút đầu tiên đầu tiên lại chỉ ở mức trung bình. Điều đáng bàn là thái độ thi đấu tích cực thái quá của cầu thủ 2 đội đã khiến cho rất nhiều khán giả thất vọng. Trong số ấy, một số cầu thủ của Thanh Hóa dường như đã không tập trung chơi bóng mà dùng tiểu xảo để chơi xấu đồng nghiệp.",0,1,0,0,0,0
"Với chiếc băng đội trưởng trên tay, đáng lẽ ra Pape Omar phải là tấm gương cho các đồng đội của mình, nhưng tiền vệ này lại “dùng tay nhiều hơn chân” để nói chuyện bóng đá. Liên tiếp các tình huống ở phút 20 trở đi, Omar có những pha vào bóng khiến các cầu thủ S.Khánh Hòa nổi đóa. Trọng tài chính Trần Xuân Nguyện đã nhiều lần nhắc nhở nhưng cầu thủ này không bỏ tật xấu của mình.",0,0,0,0,0,0
"Đỉnh điểm ở phút 34, Omar đã có một pha phạm lối với Nhật Nam. Chưa dừng lại, anh này tiếp tục đánh vào mặt Văn Vũ khiến cầu thủ này nằm vật ra sân. Cũng từ pha bóng này, Đình Nhơn của S.Khánh Hòa đã có hành động dùng tay dí thẳng vào cổ trung vệ Tiến Thành. Sau vài phút hội ý, trọng tài Nguyện đã rút thẻ đỏ trực tiếp đuổi cả hai cầu thủ này ra sân.",0,0,0,0,0,1
Nỗi ám ảnh Uche,0,0,0,0,0,0
